Country Name,Country Code,EducExpense,AdolescentBirths,"Birth Rate (per 1,000)",Business Start  (% of GNI per capita),"Death rate, crude (per 1,000)",Diabetes (% of population ages 20 to 79),Business Ease (1=most friendly),"Employment to population ratio, 15+, female (%)","Employment to population ratio, 15+, male (%)","Fertility rate, total (births per woman)",Fixed broadband subscriptions (per 100),Fixed telephone subscriptions (per 100),Percent Forest,GDP Growth,GDP per capita,"Immunization, DPT (%)","Immunization, measles (%)",Import Value (100),Import Volume (100),Percent Sanitation,Percent Imp Water,"TB (per 100,000)",Percent Internet,Inflation,Percent Migrant,Number of Tourists,% Female Labor Participation,% Male Labor Participation,% Labor Force Female,Life Exp Female,Life Exp Male,Cell (per 100),Traffic Mortality (per 100000),Infant Mortality (per 1000),Under 5 yrs Mortality,Air Pollution (micrograms per m^3),Population ages 0-14 (% of total),Population ages 65+ (% of total),Population density (people per sq. km of land area) [EN.POP.DNST],Annual Pop Growth (%),Percent Rural,Rural population growth (annual %),Secure Servers (per million),"Suicides (per 100,000)","Survival to age 65, female (%)","Survival to age 65, male (%)",Alcohol (liters/pp),Total Tax Rate (% of profits),"Unemployment, female (%)","Unemployment, male (%)",Urban population (% of total),Urban population growth (annual %)
Malaysia,MYS,6.09,13.7166,16.789,6.7,4.983,17.9,22,47.57899857,75.3730011,1.931,9.995766557,14.6470726,67.55440572,4.968785216,9768.32686,99,93,214.6840787,155.1590108,96,98.2,89,71.06406781,-0.371082836,8.289348916,25721000,49.26699829,77.61499786,37.63997704,77.283,72.582,143.8900746,22.3,6,7,15.55640978,25.01798637,5.890817113,92.31778116,1.424525514,25.295,-1.285987192,103.7881795,5.8,86.87649,75.4651,1.7,40,3.427000046,2.888999939,74.705,2.359206905
Maldives,MDV,5.57,6.214,20.804,4.9,3.761,9.2,129,54.34799957,76.51999664,2.088,6.473807269,6.120715904,3.333333333,2.846643498,8395.785198,99,99,582.9183846,377.3721264,97.9,98.6,53,54.46195515,7.850249311,25.87218175,1234000,57.28900146,78.82900238,42.53276538,77.987,76.019,206.6562192,3.3,7.4,8.6,29.05613639,27.47864059,4.701133211,1363.876667,2.015218235,54.464,0.120334256,102.6485777,8.6,88.34411,84.67703,1,30.2,5.133999825,2.928999901,45.536,4.329823068
Mali,MLI,4.4,173.7412,42.908,71.3,10.118,2.2,143,44.32899857,77.21800232,6.143,0.021520935,1.039487626,3.864152304,5.962581591,724.2562832,68,76,386.3459057,237.6532934,24.7,77,57,10.33692498,2.758248392,2.063359738,159300,50.05699921,82.26100159,37.80083327,58.28,58.626,139.6118556,25.3,74.5,114.7,44.0063041,47.52618426,2.519657444,14.42373237,2.96208132,60.084,1.683757231,1.250021733,5.7,57.45026,57.09589,1,48.3,11.44200039,6.131000042,39.916,4.917641152
Malta,MLT,7.24,16.3804,10,14.1,8,9.9,83,36.74499893,62.38199997,1.42,37.84560302,53.38710089,1.09375,6.154958235,22567.87599,97,89,169.0861392,147.9724167,100,100,8.8,76.184,2.297579434,9.898488069,1783000,38.80799866,65.96800232,37.30924027,84.2,79.8,129.2979067,5.5,5.1,6.4,15.67337266,14.43213032,19.24809516,1349.60625,1.049776993,4.593,-1.739174271,1863.969584,6,92.5546,88.86504,7.2,41.5,5.315999985,5.43599987,95.407,1.186022999
Mauritania,MRT,2.93,77.9034,33.002,19.4,7.861,2.3,165,25.31399918,58.59799957,4.543,0.236212522,1.257136863,0.217813137,,,73,70,428.8840648,265.6970258,40,57.9,107,15.19912669,,3.396676733,,29.10099983,65.30799866,30.80730125,64.743,61.736,89.32065985,24.2,65.1,84.7,85.08515449,40.01640785,3.209955639,3.946409236,2.437266267,40.141,0.943768668,2.704321309,5.9,68.26278,61.46738,0.1,71.3,13.01200008,10.27499962,59.859,3.45143642
Mauritius,MUS,4.77,28.3166,10.1,2,7.7,22.3,42,41.43299866,70.64600372,1.36,15.74688831,30.31315886,19.01477833,3.468664132,9252.110724,97,99,217.0932097,209.4260856,93.1,99.9,22,50.13931848,0.952194823,2.24510922,1151000,46.77600098,74.87200165,39.38935531,77.79,71.08,140.5812628,12.9,11.8,13.5,14.95404587,19.3221553,9.563057841,621.9729064,0.132433083,60.329,0.369717307,175.8269609,9.3,84.71402,71.68205,4,21.5,11.42199993,5.644000053,39.671,-0.227337183
Mexico,MEX,5.04,62.2038,18.47,18.1,4.814,15.8,45,43.32899857,76.14099884,2.213,11.64144661,15.87963092,33.97206718,2.464955925,9005.024265,87,97,225.8280153,157.245999,85.2,96.1,21,57.43104299,2.521437234,0.939364727,32093000,45.38199997,79.5,37.0376773,79.391,74.568,85.98995188,11.8,11.3,13.2,20.23982419,27.60543641,6.466989075,65.33975874,1.292705197,20.754,-0.023638052,39.16004337,5,86.00082,78.34097,6.8,51.9,4.525000095,4.223999977,79.246,1.640329232
Moldova,MDA,6.1,22.028,10.566,4.3,11.363,7.1,47,37.3429985,42.85800171,1.248,15.54901787,34.98766886,12.4429571,-0.500000006,1848.083643,87,89,513.1016731,371.2177821,76.4,88.4,152,49.83693954,9.579146072,3.512106598,94400,38.75799942,45.63000107,48.50140419,75.871,67.584,108.0396517,10.7,13.6,15.8,20.5543623,15.73340392,9.957932088,123.806319,-0.064383615,55.005,-0.19158724,61.61883657,14.8,82.44832,63.32003,17.4,39.9,3.65199995,6.074999809,44.995,0.091339005
Monaco,MCO,1.03,,8.1,,7.6,5.7,,,,,47.89665971,128.09238,,,,99,99,,,100,100,0,93.36330202,,55.76846625,331000,,,,,,88.77870564,,2.8,3.5,,,,18865.5,0.286647222,0,,3975.510853,,,,,,,,100,0.286647222
Mongolia,MNG,4.17,15.0022,23.429,1.5,6.087,5.4,62,52.67100143,63.24100113,2.638,7.117462924,8.745454234,8.080022658,2.357171189,3967.829386,99,98,617.9332791,362.5536346,59.7,64.4,428,21.43603111,1.68381242,0.595444478,386000,56.46699905,68.79299927,45.98830961,74.22,65.632,104.9641984,20.8,19,22.4,23.59317989,28.22788694,4.043818225,1.904743943,1.678790766,27.96,-1.20486063,30.07636694,28.3,77.94369,57.87324,7.8,24.7,6.722000122,8.069999695,72.04,2.820776199
Montenegro,MNE,,12.031,11.441,1.6,10.035,10.5,48,34.93199921,45.94499969,1.676,18.08268282,24.84860576,61.48698885,3.151191381,6408.428758,89,64,,,95.9,99.7,21,68.11958104,0.787333431,13.19007768,1560000,41.95199966,56.1230011,43.88898995,78.555,74.226,162.1559441,10.3,4.3,4.7,23.35266451,18.6549288,13.64502917,46.25717472,0.056110724,35.974,-0.481825536,72.32877769,11,88.06032,79.13443,11.5,21.8,16.73399925,18.13500023,64.026,0.359632105
Morocco,MAR,5.2,31.3652,20.38,9.1,5.682,8.1,68,22.70800018,67.30000305,2.486,3.379554393,6.54501465,12.61931436,4.508487465,2878.201342,99,99,325.2559825,239.3074914,76.7,85.4,107,57.08,1.748841762,0.257467738,10177000,25.33300018,74.33300018,26.40120153,75.347,73.282,126.8723216,18.6,23.7,27.6,22.99104134,27.22206096,6.168238882,77.02780865,1.336232449,39.805,0.09785575,6.166822258,4.8,84.25548,80.36026,0.7,49.1,10.36299992,9.461999893,60.195,2.163635826
Mozambique,MOZ,5.38,136.9276,38.81,15.1,11.235,2.6,134,60.63700104,58.40299988,5.295,0.156958453,0.329225609,48.24639487,6.609723214,529.2425561,80,85,721.6752392,441.2562343,20.5,51.1,551,9,4.426993219,0.796801385,1552000,82.45700073,75.3769989,54.52717565,56.81,54.001,74.23884829,33.1,56.7,78.5,19.53856529,45.30351728,3.348690356,35.57804497,2.759841364,67.786,2.347628644,2.180295186,8.4,50.36222,44.92274,2,36.1,26.46199989,22.51799965,32.214,3.632825647
Myanmar,MMR,0.7,16.2474,17.49,97.1,8.263,6.8,171,74.49199677,80.4489975,2.177,0.060779929,0.950663742,44.4677528,7.294031845,1161.488158,75,86,738.3361851,444.0464934,79.6,80.6,365,21.8,3.938935162,0.136014603,4681000,75.1289978,81.05899811,49.79986592,68.16,64.025,75.68406821,19.5,39.5,50,54.38812189,27.55060128,5.359672609,82.52764439,0.857130965,65.902,0.030534541,0.705046504,4.3,71.56508,62.96829,0.7,32.4,0.84799999,0.753000021,34.098,2.474340736
Namibia,NAM,8.34,76.2126,29.414,11.1,7.033,4.2,104,39.23300171,47.88000107,3.473,2.943023027,7.628711278,8.404086045,5.295222348,4673.567248,92,85,490.7744578,367.2313351,34.4,91,489,22.30701479,-0.182493059,3.818401435,1388000,55.71300125,63.32799911,49.03543816,67.501,62.453,106.5812144,23.6,32.8,45.4,21.44459626,36.69013311,3.525131872,2.986590387,2.302676484,53.34,0.478367602,28.4688246,7.6,66.5575,56.18282,11.8,21.3,29.57999992,24.3939991,46.66,4.429761671
Nepal,NPL,4.2,71.2882,20.216,28.4,6.339,3.7,100,77.4940033,83.86000061,2.167,1.064340033,2.977922886,25.3644925,2.725272191,743.3229657,91,85,413.9059123,218.2085012,45.8,91.6,156,17.58161801,5.073712156,1.817645553,539000,79.66200256,86.76899719,50.79405186,71.45,68.567,96.74910847,17.3,29.4,35.8,74.99780697,32.66410883,5.547133483,198.9096617,1.195940957,81.385,0.739897275,3.787652953,6,77.36009,71.1844,2.1,29.5,2.721999884,3.352999926,18.615,3.214560446
Netherlands,NLD,4.857370047,3.8842,10,4.6,8.7,5.5,27,53.34500122,65.65100098,1.71,41.73008565,41.26957685,11.16058178,1.951710982,44290.86886,95,95,232.3109002,150.2404086,97.7,100,5.8,93.0965,0.086249246,11.69568274,15007000,57.52999878,70.24099731,45.71445483,83.5,80,123.5384297,3.6,3.2,3.8,14.63752206,16.52327168,18.23046939,502.8175423,0.443220089,9.504,-5.539986544,2827.580739,11.9,91.80296,89.33773,9.6,41,7.274000168,6.53399992,90.496,1.092867986
New Zealand,NZL,7.37,23.2522,13.27,0.3,6.87,7.3,1,58.75899887,69.51499939,1.99,31.56603565,40.24892546,38.55531503,3.392999933,37807.96728,92,93,262.9615792,210.0842144,,100,7.4,88.22288882,-0.115035597,22.95970035,3039000,62.43899918,73.08300018,47.80056545,83.27,79.73,121.8345852,6.1,4.7,5.7,5.546610811,20.20690618,14.8615024,17.45357184,1.889045125,13.716,1.648649569,1298.605218,12.6,91.88981,88.51999,11.2,34.3,5.893000126,4.881999969,86.284,1.927312501
Nicaragua,NIC,4.1,88.0554,19.926,72.2,4.753,9.2,124,46.29100037,75.9260025,2.231,1.858991674,5.658378233,25.87668273,4.928954392,2086.895003,98,99,383.1606646,252.6489138,67.9,87,51,19.7042915,7.726007183,0.661982706,1386000,49.1269989,80.34899902,39.45386991,78.18,72.163,116.1054805,14.9,18.8,22.1,27.3819724,30.03428788,5.085356341,50.54040219,1.126323245,41.221,0.352985214,14.30442984,9.5,83.05283,73.24374,4.6,60.1,5.771999836,5.505000114,58.779,1.672245574
Niger,NER,5.17,201.163,49.211,67.8,8.819,2.2,158,39.63399887,86.64900208,7.567,0.057088349,0.570883489,0.901555222,3.605301605,358.958152,65,73,654.306301,419.3817604,10.9,58.2,95,2.22016535,0.026400789,0.951072208,135000,40.22600174,89.42099762,31.26702565,62.934,61.05,46.49586525,28.4,57.1,95.5,62.74462018,50.46557838,2.580068867,15.70941817,4.026868931,81.268,3.703769099,0.251267393,4.1,65.20857,60.27058,0.3,48.2,1.472000003,3.099999905,18.732,5.440840744
Nigeria,NGA,0.85,109.304,39.125,31.7,12.704,2.3,170,46.00899887,61.57600021,5.587,0.008548227,0.101978803,7.678118515,2.652693623,2671.721164,56,54,550.376664,376.4112039,29,68.5,322,47.44255029,2.863664398,0.658124088,1255000,48.4070015,63.99100113,42.39704695,53.411,52.704,82.18573909,20.6,69.4,108.8,37.95728931,43.98916681,2.736719707,200.0526609,2.628044353,52.224,1.043694819,2.601508759,9.9,48.0238,44.74203,11.3,33.3,4.955999851,3.773999929,47.776,4.389106777
Norway,NOR,6.81,5.8552,11.4,0.9,7.8,6,8,58.72900009,65.40899658,1.75,39.71267249,18.3655263,33.16130269,1.611027108,74481.81938,95,95,221.6505491,159.1491568,98.1,100,6.3,96.8103,-2.304327028,14.23561116,5361000,61.1780014,68.53099823,46.97728579,84.2,80.1,111.1231883,3.3,2,2.6,9.07633792,17.96854595,16.33291863,14.21029446,1.02653332,19.527,-0.321437098,2032.661694,10.9,92.48761,88.57619,7,39.5,4.004000187,4.553999901,80.473,1.356380015
Pakistan,PAK,1.864388565,38.322,28.845,13.9,7.339,8.1,148,21.82299995,78.40200043,3.55,0.953099019,1.880261527,1.909506019,4.712457804,1434.696665,72,61,407.0194494,164.0891619,63.5,91.4,270,18,4.318862124,1.920846061,,24.31299973,82.24299622,22.06049633,67.365,65.436,66.91662303,14.3,65.8,81.1,64.95375677,35.00983783,4.492380924,245.0768913,2.075426376,61.242,1.335218332,2.371312948,2.1,72.17312,67.49933,0.1,32.9,10.24300003,4.671000004,38.758,3.256323046
Panama,PAN,2.8,73.7318,19.124,6.3,5.044,9.8,67,47.02600098,76.96700287,2.421,7.928250347,15.55809548,62.10653753,5.777393631,13268.11375,73,90,560.0474527,416.2189395,75,94.7,50,51.20542499,0.242310047,4.701027527,2110000,50.52600098,80.46199799,38.76060478,80.863,74.819,174.1943185,10.7,14.6,17,13.19621425,27.16456345,7.632278913,52.85365886,1.580347373,33.408,0.686311228,121.9095981,5.5,86.89235,77.83725,7.7,37.2,6.927999973,4.343999863,66.592,2.031897809
Paraguay,PRY,4.88,56.8552,21.167,39.9,5.693,9.7,102,54.61600113,80.45600128,2.509,3.140335865,5.461938972,38.56783287,2.962236311,4080.951448,93,83,455.3188549,379.1403575,88.6,98,41,48.43868795,-0.604785735,2.356666686,1214000,58.06600189,84.55999756,40.08261459,75.246,70.911,105.3895511,23.4,17.5,20.5,14.853318,30.13382942,6.020463847,16.71060408,1.31304732,40.334,0.695137121,27.86512616,10.2,79.88429,73.54011,9.6,35,5.941999912,4.854000092,59.666,1.732925852
Peru,PER,3.09,48.4478,19.6,9.8,5.619,6.9,53,62.43999863,79.34300232,2.427,6.416508727,9.343343913,57.79140625,3.251202425,6027.125855,90,92,510.4505136,304.410826,76.2,86.7,119,40.9,2.238071261,0.289645141,3456000,65.72899628,82.60800171,44.78118899,77.48,72.21,109.8669058,13.3,13.1,16.9,27.8233501,27.89561799,6.825144287,24.51302344,1.294398755,21.391,-0.208906397,32.4126174,5.8,84.14225,75.77864,5.2,37.3,5.004000187,3.953000069,78.609,1.70741863
Philippines,PHL,1.84,62.6538,23.316,16.1,6.773,6.9,99,47.38299942,73.83000183,2.944,4.783941598,3.166700697,26.96448335,5.905014562,2904.202082,60,82,189.4641692,140.7238932,73.9,91.8,322,40.7,-0.631864359,0.210390539,5361000,50.52299881,78.8259964,39.10694034,71.945,65.037,115.7514163,10.7,22.2,28,23.48713422,31.94853554,4.579645191,337.7247711,1.562001289,55.627,1.768947864,13.68429274,3.4,76.86008,60.26546,5.6,42.9,6.214000225,6.339000225,44.373,1.303171882
Poland,POL,4.83,13.135,9.7,12.2,10.4,6.2,25,45.33599854,60.49599838,1.32,19.00901334,23.68726529,30.81420033,3.940910762,12558.87117,98,96,392.8315025,236.2579992,97.2,98.3,19,67.997,0.605658481,1.604180837,16722000,49.14300156,65.26000214,45.08365427,82.2,74.4,142.6869959,9.4,4.5,5.2,24.28187517,14.9462804,15.53332383,124.0615696,-0.066641101,39.461,0.006878239,547.3272917,22.3,89.20705,75.19345,11.5,40.3,7.745999813,7.300000191,60.539,-0.114533964
Portugal,PRT,5.14,9.4496,8.3,2.2,10.5,9.9,24,46.72700119,56.38999939,1.23,29.61530494,44.13751952,34.73609519,1.595563469,19222.935,98,98,167.3639794,109.145318,99.7,100,23,68.6329,2.103728581,8.089593589,9957000,53.57899857,64.16500092,48.77981276,84.8,78.4,110.4116639,7.7,3,3.6,9.760644322,14.05332063,20.7914682,113.0732602,-0.414141102,36.532,-1.935424234,315.5991518,13.6,92.90964,84.78887,12.5,40.9,12.78899956,12.11699963,63.468,0.472115124
Qatar,QAT,2.531874965,10.4832,11.806,5.1,1.486,20,74,53.26699829,94.14800262,2.007,10.11567936,17.58814643,0,3.551015687,73653.39443,99,99,1002.781783,705.9584126,98,100,34,92.88482645,-22.90181151,75.49762789,2929800,53.65000153,94.21099854,15.02062108,80.061,77.526,159.1317177,12.8,6.8,8,107.3089368,15.52156145,1.183078303,192.537037,2.872172418,0.756,-7.784170471,296.5971848,6.4,89.77866,86.48522,1.3,11.3,0.712000012,0.067000002,99.244,2.95786631
Romania,ROU,2.81,34.034,9.3,2.1,13.2,8.4,35,44.80899811,59.97100067,1.52,19.75111127,19.7875723,29.82006259,3.66295969,8980.65727,89,86,531.3991782,322.1331529,79.1,100,84,55.7632,2.91861977,1.163134803,9331000,47.56999969,64.91400146,44.34713678,78.7,71.4,107.1402041,8.9,9.7,11.1,19.57866345,15.52058179,17.31399673,86.12355702,-0.47160657,45.436,-0.847256914,229.4690549,11.7,87.07716,71.35205,12.9,42,5.803999901,7.614999771,54.564,-0.157718332
Russian Federation,RUS,3.897894809,22.7328,13.3,1.1,13,9.2,36,53.64300156,67.50099945,1.75,18.9175332,25.02026258,49.76106545,-2.828240814,9329.298351,97,98,432.6311801,324.1503249,72.2,96.9,80,70.09924123,8.150911262,8.11621786,33729000,56.63600159,71.68399811,48.63389599,76.64,65.45,159.9514859,17.4,8.2,9.6,16.63374961,16.75191851,13.3658427,8.798804045,0.192558642,25.992,-0.130097547,126.3872005,20.1,81.67301,55.28325,14.5,47,5.284999847,5.834000111,74.008,0.306124669
Rwanda,RWA,4.28,25.6248,31.163,55,6.833,4.1,59,83.86199951,81.0059967,3.8,0.169979011,0.136651055,19.45683016,6.904203115,697.3482281,98,97,1054.230534,695.7812295,61.6,76.1,56,18,1.205348276,3.803080984,987000,86.40499878,83.19300079,54.51456138,67.4,61.786,70.48290534,32.9,31.1,41.7,49.71362154,41.05201648,2.789856315,470.5985407,2.336558276,71.189,0.983182933,4.134485867,8.5,70.81609,59.17989,10,33,2.944000006,2.628999949,28.811,5.761320949
Samoa,WSM,4.24,24.2898,25.097,8,5.334,7.9,87,20.95599937,53.88899994,4.028,1.078518641,5.927194816,60.42402827,1.634776026,3938.548846,66,69,370.4619638,231.5192881,91.5,99,11,25.40700977,2.741972395,2.550872544,128000,23.12899971,58.00899887,27.33153855,77.025,70.66,62.3703604,15.5,15,17.5,3.807434895,37.29066181,5.23371354,68.27844523,0.718308449,80.902,0.918324948,41.40186722,5.7,83.99698,73.26818,,18.1,9.394000053,7.102000237,19.098,-0.124573487
Sao Tome and Principe,STP,3.48,83.456,33.532,16.7,6.814,2.3,160,37.48099899,67.5739975,4.516,0.493142849,3.451999941,55.83333333,3.973255112,1669.063268,96,93,476.5132681,302.4130923,34.7,97.1,97,25.8222488,4.896062892,1.25772286,,45.2859993,76.19000244,37.91319345,68.584,64.542,65.09485603,33.1,34.6,47.3,13.88673949,42.62755853,3.085466314,198.275,2.124926642,34.908,0.473691448,10.50729206,2,72.58607,65.12013,6.8,37.4,17.23399925,11.30900002,65.092,3.021818552
Saudi Arabia,SAU,7.1861867,8.406,19.688,4.1,3.418,20,96,15.47999954,77.12999725,2.713,11.92389753,12.53240504,0.454484135,3.485616792,20481.74532,98,98,562.100668,376.2256169,100,97,12,69.6162358,-17.19065207,32.29494249,17994000,20.05900002,79.12599945,15.10729204,75.886,73.167,176.5888132,27.5,12.5,14.5,106.1617369,28.58201229,2.862306126,14.67205597,2.094772383,16.87,0.892776943,53.74064707,3.4,84.62033,80.86983,0.2,15,22.82699966,2.522000074,83.13,2.340473021
Senegal,SEN,5.19,76.8768,37.522,63.4,5.99,2.2,146,39.20000076,64.8259964,5.031,0.672198851,2.005813149,42.96992676,6.485194754,899.5798795,89,80,360.3432273,206.3235956,47.6,78.5,139,21.69026413,0.031975357,1.739951417,1006600,45.01100159,70.16200256,41.07408178,68.782,64.921,99.94675778,28,41.7,47.2,37.57020675,43.76209617,2.933524962,78.58137953,3.065259815,56.279,2.484150318,5.221665311,6.1,74.02663,64.90101,0.5,47.3,12.91100025,7.605999947,43.721,3.818287492
Serbia,SRB,4.468797122,18.6946,9.3,6.6,14.6,10.3,54,35.2140007,50.00799942,1.46,17.37876703,36.46880745,31.0999314,0.757715153,5237.255334,95,86,489.7035839,301.8715971,96.4,99.2,21,65.3170254,2.675999693,9.122622084,1132000,43.36700058,60.0929985,43.54246151,78.1,73,120.5200243,7.4,5.9,6.7,21.43664968,16.3003172,17.08236663,81.12717814,-0.494772574,44.447,-0.715010945,63.56246026,17,86.94523,75.66492,12.9,39.7,18.79800034,16.78199959,55.553,-0.318213674
Sierra Leone,SLE,2.813162317,116.7324,35.445,44.2,13.268,2.2,145,63.77899933,65.83100128,4.516,,0.269048005,42.17234691,-20.59877072,653.1318159,86,76,1011.164588,455.289894,13.3,62.6,307,2.5,18.86476336,1.413457295,24000,65.04100037,68.55999756,49.53518497,51.868,50.775,89.52968035,28.5,87.1,120.4,19.29960911,42.36293278,2.669488426,89.40404544,2.154661413,60.058,1.550407365,0.929773582,15.3,42.79152,41.31998,8.2,31,1.940000057,3.980000019,39.942,3.070164499
Singapore,SGP,2.76,3.7956,9.7,0.6,4.8,10.5,3,57.18600082,75.21099854,1.24,26.3967854,35.88090551,23.0606488,2.008372345,52888.74467,96,95,220.5544613,255.6494738,100,100,44,82.103,1.639822494,45.39179191,12051000,58.23600006,76.43499756,44.21271853,84.9,80.4,146.5260072,3.7,2.1,2.7,18.73785053,15.54295881,11.68071681,7806.77292,1.186376937,0,,932.0683172,9.9,93.68329,88.81834,2.9,18,1.802999973,1.600999951,100,1.186376937
Slovak Republic,SVK,3.84655293,19.9398,10.3,1.5,9.9,7.8,30,44.7820015,61.25799942,1.37,23.33891363,15.87848342,40.34438298,3.83108478,16089.01618,96,95,576.0995277,369.7445471,98.8,100,6.5,77.63470572,-0.215989342,3.265417899,1721000,51.40499878,68.32099915,44.91881713,80.9,73.7,122.3101642,8.2,5.8,7.3,20.52367065,15.12364506,13.84506597,112.7937653,0.095033879,46.402,0.438268671,392.5291507,12.5,89.30098,74.76514,12.5,51.7,12.88300037,10.3380003,53.598,-0.201170112
Slovenia,SVN,5.36,3.6332,10,0,9.6,7.8,30,46.93000031,57.90299988,1.58,27.63379083,36.22179949,61.96623635,2.316644859,20728.92036,95,94,292.7507805,185.6005786,99.1,99.5,7.2,73.0987,0.975873074,11.41296409,2707000,52.17900085,62.95500183,46.0711749,84.1,78.2,113.2193248,6.5,2.1,2.6,20.3499567,14.78443318,17.96838347,102.4593347,0.075190689,50.35,0.16462241,806.8693904,21.4,92.27141,84.10276,10.9,31,10.06000042,8.024999619,49.65,-0.015420321
Solomon Islands,SLB,9.94,47.3794,29.298,31.4,5.7,16.4,105,41.06800079,51.28699875,3.904,0.242950168,1.272579823,78.06359414,3.734439834,1934.856293,98,92,454.1478261,251.5552802,29.8,80.8,89,10.00046498,0.999624853,0.442947201,21600,61.13100052,73.51899719,45.14045959,69.648,66.716,72.66468428,18.3,23.6,28.1,6.579329957,39.48912852,3.395014659,20.84998214,1.976249726,77.671,1.394693622,10.28117294,7.9,74.18919,67.737,1.6,32,32.81900024,30.23900032,22.329,4.025939221
Somalia,SOM,0.991144636,102.6168,43.373,180,11.807,5.1,190,30.77199936,71.09799957,6.364,0.737230339,0.458521308,10.14282526,,549.2669766,42,46,320.7090586,186.7843813,,,274,1.76,,0.234455884,,33.24300003,75.89600372,31.07418724,57.362,54.089,52.46922266,26.9,85,136.8,19.83625362,46.7050656,2.824038778,17.19498836,2.530424963,60.449,1.750991058,0.092703287,5.4,54.81663,48.22416,0.5,,7.431000233,6.322000027,39.551,3.73356017
South Africa,ZAF,5.97,44.4402,20.415,0.3,12.409,7.6,72,33.49100113,46.24499893,2.339,2.634720283,7.722849232,7.617736524,1.264651378,5718.244732,69,76,304.2835494,221.6351389,66.4,93.2,834,51.91911572,3.956897419,5.767090449,8904000,46.21900177,60.22399902,44.77195926,59.524,55.457,164.5116827,21.3,33.6,40.5,29.6286252,29.23922975,5.033361286,45.34863587,1.585324805,35.199,0.166423776,129.8444526,10.7,48.43622,40.44772,11.5,28.8,27.54000092,23.21299934,64.801,2.364574226
Spain,ESP,4.074465061,8.311,9,5.2,9,7.7,33,40.01900101,51.30799866,1.32,28.69316342,41.52470465,36.82027548,3.204680464,25684.72442,97,96,198.5732431,116.2445121,99.9,100,12,78.6896,0.502744265,12.69023719,68215000,52.34899902,64.76599884,46.06410507,86.3,80.6,108.1965621,3.6,3.5,4.1,9.738283342,14.88167858,18.7894661,92.84899142,-0.079393169,20.421,-1.170330018,362.264279,8.5,94.01887,87.63982,10.6,50,23.5529995,20.78000069,79.579,0.202484829
Sri Lanka,LKA,1.299770283,14.153,15.601,18.7,6.844,8,109,27.78000069,73.26100159,2.062,2.896176087,15.21238217,33.00908946,4.785984567,3926.174396,99,99,301.4468481,267.5069877,95.1,95.6,65,29.98873755,2.143457512,0.186850018,1798000,30.22800064,75.63600159,30.6744666,78.389,71.681,110.5858631,17.2,8.4,9.8,27.92362221,24.57383318,9.30324919,334.3326423,0.934429494,81.644,0.890343929,13.83191834,35.3,87.56292,72.69758,4.5,55.2,8.097000122,3.138999939,18.356,1.130749518
St. Lucia,LCA,4.75,53.4248,14.933,22.4,7.257,10.9,78,46.4469986,64.59700012,1.869,15.37063973,18.85723246,33.27868852,2.370013159,7735.910484,99,97,160.5566197,106.1330437,90.5,96.3,8.8,52.35,0.852281014,6.903280558,345000,63.0530014,76.47899628,46.56156839,77.956,72.545,101.516192,18.8,12.7,14.3,14.00929929,23.12553041,8.997345932,303.2770492,0.734587346,81.496,0.701547073,86.48695398,6.8,83.08834,74.23163,10.4,34.7,26.33699989,15.53600025,18.504,0.880235717
St. Vincent and the Grenadines,VCT,5.178572333,50.3332,15.776,16.5,7.127,11.9,123,45.52099991,62.54399872,1.952,15.50642749,22.73392214,69.23076923,1.603083784,6739.174833,98,99,204.7301387,124.6332256,,95.1,7.4,51.77,-0.256673621,4.181359741,75000,56.30699921,77.1760025,41.76598442,75.242,70.967,103.6544334,14.7,16.6,18.3,14.25163381,24.52906031,7.332224882,280.6717949,0.093226465,49.45,-0.611476258,210.11858,2.7,80.29566,73.73594,7.2,39.3,19.15600014,18.95999908,50.55,0.787434216
Suriname,SUR,3.4447781,45.7392,17.946,100.7,7.461,12.5,155,34.96099854,65.05400085,2.336,9.607151713,16.75904722,98.28205128,-0.299980646,9485.319244,89,94,374.7038253,226.7280553,79.2,94.8,33,42.76382778,2.651776337,8.625811501,228000,40.50600052,68.6309967,37.43540962,74.584,68.161,136.8310311,18.7,19,21.3,18.47176015,26.78189604,6.885768221,3.480608974,0.874385787,33.957,0.998032404,81.03503845,26.6,80.25711,67.21713,6.5,27.9,13.68900013,5.210999966,66.043,0.810870496
Swaziland,SWZ,9.23,67.2336,29.372,23.4,14.485,3.8,108,28.80699921,48.59199905,3.201,0.466737559,3.344952506,34.06976744,1.867203311,3200.143018,90,78,135.927039,80.90069904,57.5,74.1,565,30.38270066,5.800000095,2.453747951,873000,40.0379982,64.15399933,39.45093967,48.078,49.632,73.20000716,24.9,44.5,60.7,21.60860671,37.35495,3.582834099,74.82383721,1.397317501,78.692,1.40614833,15.54037779,14.7,30.55464,31.49991,6.4,34.7,28.04999924,24.25600052,21.308,1.364711427
