ZIP,HospID,City,State,Beds,RBeds,Outpatients,Admin,Inpatient,Hip95,Knee95,SalesYr,Sales12,Teach,Trauma,Rehab,Hip96,Knee96,Femur96,logBeds,logOut,logRBeds,logAdmin,logInpat,logHip95,logKnee95,logSales,logSales12,logHip96,logKnee96,logFemur96
28712,22036, Brevard, NC,94,0,13864,2402,1524,5,7,40,17,0,0,0,19,8,28,4.553876892,9.537122958,0,7.784473236,7.329749689,1.791759469,2.079441542,3.713572067,2.890371758,2.995732274,2.197224577,3.36729583
28713,22236, Bryson City, NC,42,0,6491,861,480,0,0,9,0,0,0,0,8,0,5,3.761200116,8.778325929,0,6.759255271,6.17586727,0,0,2.302585093,0,2.197224577,0,1.791759469
28722,149036, Columbus, NC,26,0,16702,1194,958,0,0,16,11,0,0,0,15,10,34,3.295836866,9.723343623,0,7.085901464,6.865891075,0,0,2.833213344,2.48490665,2.772588722,2.397895273,3.555348061
28732,52036, Fletcher, NC,103,0,22525,2337,2062,0,0,12,2,0,0,0,25,9,27,4.644390899,10.02242548,0,7.757051142,7.631916513,0,0,2.564949357,1.098612289,3.258096538,2.302585093,3.33220451
28734,55036, Franklin, NC,81,0,8104,2980,1867,0,0,48,24,0,0,0,41,25,48,4.406719247,9.000236434,0,8.000014094,7.532623619,0,0,3.891820298,3.218875825,3.737669618,3.258096538,3.891820298
28752,97036, Marion, NC,65,0,12347,3174,1516,0,0,23,5,0,0,0,22,4,31,4.189654742,9.421249386,0,8.063062911,7.324489979,0,0,3.17805383,1.791759469,3.135494216,1.609437912,3.465735903
28777,140736, Spruce Pine, NC,40,0,15000,1279,615,4,4,0,0,0,0,0,1,0,5,3.713572067,9.615872145,0,7.154615357,6.423246964,1.609437912,1.609437912,0,0,0.693147181,0,1.791759469
28779,144036, Sylva, NC,86,0,45845,4440,4267,29,29,47,18,0,0,0,46,28,29,4.465908119,10.73304323,0,8.398634855,8.358900612,3.401197382,3.401197382,3.871201011,2.944438979,3.850147602,3.36729583,3.401197382
28805,111036, Asheville, NC,379,68,64545,5991,8895,0,0,32,26,1,0,1,33,49,25,5.940171253,11.07513343,4.234106505,8.698180525,9.093357016,0,0,3.496507561,3.295836866,3.526360525,3.912023005,3.258096538
29152,64537, Shaw A F B, SC,30,0,185827,2294,1657,0,0,2,1,0,0,0,0,0,0,3.433987204,12.13257679,0,7.738488122,7.413367336,0,0,1.098612289,0.693147181,0,0,0
29203,18537, Columbia, SC,34,0,0,112,0,4,4,0,0,0,0,0,0,0,0,3.555348061,0,0,4.727387819,0,1.609437912,1.609437912,0,0,0,0,0
29207,28037, Fort Jackson, SC,143,0,356981,8812,4638,17,44,21,16,0,0,0,21,0,18,4.9698133,12.78544064,0,9.083983183,8.442254105,2.890371758,3.80666249,3.091042453,2.833213344,3.091042453,0,2.944438979
29209,21037, Columbia, SC,412,0,150299,7639,17228,10,10,32,21,1,0,0,40,23,13,6.023447593,11.92038858,0,8.941152882,9.75434929,2.397895273,2.397895273,3.496507561,3.091042453,3.713572067,3.17805383,2.63905733
29303,712937, Spartanburg, SC,97,0,27712,1189,4669,12,16,0,0,0,0,0,0,0,3,4.584967479,10.2296569,0,7.081708586,8.448914351,2.564949357,2.833213344,0,0,0,0,1.386294361
29325,12037, Clinton, SC,78,0,27142,3315,2219,31,52,39,26,0,0,0,26,18,35,4.369447852,10.20887447,0,8.106514516,7.705262475,3.465735903,3.970291914,3.688879454,3.295836866,3.295836866,2.944438979,3.583518938
29340,29037, Gaffney, SC,125,0,19478,3772,2600,0,0,24,18,0,0,0,31,14,48,4.836281907,9.877092241,0,8.23562572,7.863651265,0,0,3.218875825,2.944438979,3.465735903,2.708050201,3.891820298
29379,66037, Union, SC,97,0,13723,3476,1842,0,0,24,0,0,0,0,17,0,26,4.584967479,9.526901404,0,8.153925132,7.519149958,0,0,3.218875825,0,2.890371758,0,3.295836866
29401,8137, Charleston, SC,153,0,12367,4159,1582,6,6,5,0,1,0,0,5,0,18,5.036952602,9.422867771,0,8.333270353,7.36707706,1.945910149,1.945910149,1.791759469,0,1.791759469,0,2.944438979
29401,10337, Charleston, SC,265,0,98594,5926,3910,14,20,19,18,1,0,0,21,28,11,5.583496309,11.49877583,0,8.687273462,8.271548375,2.708050201,3.044522438,2.995732274,2.944438979,3.091042453,3.36729583,2.48490665
29405,8037, Charleston, SC,104,0,11058,1923,1799,6,6,7,4,0,0,0,18,0,15,4.65396035,9.310999855,0,7.562161631,7.495541944,1.945910149,1.945910149,2.079441542,1.609437912,2.944438979,0,2.772588722
29408,49037, Charleston, SC,211,0,337625,8625,4596,27,27,23,25,1,0,0,21,0,15,5.356586275,12.72969405,0,9.062536177,8.433159196,3.33220451,3.33220451,3.17805383,3.258096538,3.091042453,0,2.772588722
29464,45537, Mount Pleasant, SC,100,0,15155,3262,3255,8,10,23,13,0,0,0,36,16,16,4.615120517,9.626151772,0,8.090402297,8.088254727,2.197224577,2.397895273,3.17805383,2.63905733,3.610917913,2.833213344,2.833213344
29485,66237, Summerville, SC,100,0,0,0,0,0,0,2,1,0,0,0,9,0,7,4.615120517,0,0,0,0,0,0,1.098612289,0.693147181,2.302585093,0,2.079441542
29501,26537, Florence, SC,128,0,14985,4895,4225,11,11,19,0,0,0,0,24,0,31,4.859812404,9.614871711,0,8.496173824,8.349011198,2.48490665,2.48490665,2.995732274,0,3.218875825,0,3.465735903
29506,813037, Florence, SC,69,69,7835,709,0,0,0,0,0,0,0,1,0,0,0,4.248495242,8.966483779,4.248495242,6.56526497,0,0,0,0,0,0,0,0
29512,6037, Bennettsville, SC,111,0,3975,2184,761,2,2,14,4,0,0,0,6,12,25,4.718498871,8.288031568,0,7.689371108,6.635946556,1.098612289,1.098612289,2.708050201,1.609437912,1.945910149,2.564949357,3.258096538
29520,49537, Cheraw, SC,72,0,1793,1959,1579,0,0,9,6,0,0,0,10,9,17,4.290459441,7.492203043,0,7.580699752,7.365180126,0,0,2.302585093,1.945910149,2.397895273,2.302585093,2.890371758
29526,23037, Conway, SC,136,0,28370,7144,4033,0,0,29,39,0,0,0,31,33,46,4.919980926,10.25312278,0,8.87416809,8.302513719,0,0,3.401197382,3.688879454,3.465735903,3.526360525,3.850147602
29569,44437, Loris, SC,89,0,15116,3632,1740,0,0,9,0,0,0,0,8,0,21,4.49980967,9.623575217,0,8.197814032,7.46221494,0,0,2.302585093,0,2.197224577,0,3.091042453
29579,48037, Myrtle Beach, SC,15,0,77149,1091,936,0,0,2,1,0,0,0,1,0,1,2.772588722,11.25350686,0,6.995766156,6.842683282,0,0,1.098612289,0.693147181,0.693147181,0,0.693147181
29601,32437, Greenville, SC,89,14,12912,205,0,0,0,0,0,0,0,1,0,0,0,4.49980967,9.465989835,2.708050201,5.327876169,0,0,0,0,0,0,0,0
29605,32937, Greenville, SC,50,50,0,439,0,0,0,0,0,0,0,1,0,0,0,3.931825633,0,3.931825633,6.086774727,0,0,0,0,0,0,0,0
29605,34037, Greenville, SC,60,0,11705,1204,816,0,0,10,9,1,0,0,1,0,0,4.110873864,9.36785681,0,7.094234846,6.705639095,0,0,2.397895273,2.302585093,0.693147181,0,0
29614,35037, Greenville, SC,79,0,7950,1890,23,0,0,2,1,0,0,0,5,0,5,4.382026635,8.981052986,0,7.544861069,3.17805383,0,0,1.098612289,0.693147181,1.791759469,0,1.791759469
29620,1037, Abbeville, SC,48,0,39485,1380,634,0,0,11,0,0,0,0,4,0,14,3.891820298,10.58370146,0,7.230563153,6.453624999,0,0,2.48490665,0,1.609437912,0,2.708050201
29650,37837, Greer, SC,70,0,25314,2219,1665,0,0,36,9,0,0,0,32,8,38,4.262679877,10.13915238,0,7.705262475,7.418180823,0,0,3.610917913,2.302585093,3.496507561,2.197224577,3.663561646
29671,54037, Pickens, SC,42,0,9687,1169,1027,0,0,9,4,0,0,0,6,4,5,3.761200116,9.178643285,0,7.064759028,6.935370446,0,0,2.302585093,1.609437912,1.945910149,1.609437912,1.791759469
29681,59537, Simpsonville, SC,50,0,15566,1237,1308,0,0,11,9,0,0,0,9,18,29,3.931825633,9.652908568,0,7.121252453,7.177018766,0,0,2.48490665,2.302585093,2.302585093,2.944438979,3.401197382
29706,11037, Chester, SC,63,0,46110,3168,2018,0,0,11,6,0,0,0,16,7,14,4.158883083,10.73880681,0,8.06117136,7.610357618,0,0,2.48490665,1.945910149,2.833213344,2.079441542,2.708050201
29902,5037, Beaufort, SC,99,0,34064,4898,4369,0,0,25,20,0,0,0,49,51,35,4.605170186,10.43602574,0,8.496786382,8.382518288,0,0,3.258096538,3.044522438,3.912023005,3.951243719,3.583518938
29902,5537, Beaufort, SC,73,0,81130,2203,1228,0,0,2,2,0,0,0,3,0,3,4.304065093,11.30382041,0,7.69802917,7.11395611,0,0,1.098612289,1.098612289,1.386294361,0,1.386294361
29925,39037, Hilton Head Island, SC,68,0,7935,3529,4447,0,0,38,6,0,0,0,35,12,28,4.234106505,8.979164649,0,8.16905315,8.400209836,0,0,3.663561646,1.945910149,3.583518938,2.564949357,3.36729583
30030,52038, Decatur, GA,104,0,6825,924,3517,0,0,3,0,0,0,0,1,0,2,4.65396035,8.828494129,0,6.829793738,8.165647925,0,0,1.386294361,0,0.693147181,0,1.098612289
30033,24038, Decatur, GA,356,8,157991,8260,3227,0,0,33,23,1,0,1,29,18,14,5.877735782,11.97029968,2.197224577,9.019300925,8.079618029,0,0,3.526360525,3.17805383,3.401197382,2.944438979,2.708050201
30057,7038, Lithia Springs, GA,186,0,15306,5203,5417,0,0,17,15,0,0,0,17,15,26,5.231108617,9.636065519,0,8.55718284,8.597482023,0,0,2.890371758,2.772588722,2.890371758,2.772588722,3.295836866
30080,108538, Smyrna, GA,88,0,13854,2261,2201,0,0,15,3,0,0,0,14,2,31,4.48863637,9.536401457,0,7.724004657,7.697121317,0,0,2.772588722,1.386294361,2.708050201,1.098612289,3.465735903
30084,116938, Tucker, GA,120,0,10423,5264,4830,14,28,15,10,0,0,0,26,12,28,4.795790546,9.251866119,0,8.568836425,8.482808765,2.708050201,3.36729583,2.772588722,2.397895273,3.295836866,2.564949357,3.36729583
30114,38238, Canton, GA,84,0,10540,2253,1530,25,25,24,6,0,0,0,17,6,33,4.442651256,9.263027694,0,7.720461695,7.333676396,3.258096538,3.258096538,3.218875825,1.945910149,2.890371758,1.945910149,3.526360525
30120,39538, Cartersville, GA,81,0,35313,4222,3384,7,9,30,28,0,0,0,39,30,48,4.406719247,10.47203476,0,8.348301055,8.127109185,2.079441542,2.302585093,3.433987204,3.36729583,3.688879454,3.433987204,3.891820298
30130,46338, Cumming, GA,36,0,3966,313,492,0,0,18,6,0,0,0,12,3,17,3.610917913,8.285765421,0,5.749392986,6.200509174,0,0,2.944438979,1.945910149,2.564949357,1.386294361,2.890371758
30134,52538, Douglasville, GA,98,0,12046,3049,1336,0,0,9,6,0,0,0,12,7,33,4.59511985,9.396570945,0,8.02289687,7.198183577,0,0,2.302585093,1.945910149,2.564949357,2.079441542,3.526360525
30143,67638, Jasper, GA,31,0,4782,1313,645,0,0,2,0,0,0,0,0,0,2,3.465735903,8.472823244,0,7.180831199,6.470799504,0,0,1.098612289,0,0,0,1.098612289
30180,121538, Villa Rica, GA,54,0,3450,1699,506,1,1,0,0,0,0,0,0,0,0,4.007333185,8.146419323,0,7.43838353,6.228511004,0.693147181,0.693147181,0,0,0,0,0
30209,45538, Covington, GA,90,0,34021,3322,2198,3,3,23,11,0,0,0,33,17,40,4.510859507,10.43476265,0,8.108623268,7.695757991,1.386294361,1.386294361,3.17805383,2.48490665,3.526360525,2.890371758,3.713572067
30263,90238, Newnan, GA,143,0,21278,4347,3118,29,31,29,20,0,0,0,23,11,21,4.9698133,9.96547595,0,8.377471248,8.045267717,3.401197382,3.465735903,3.401197382,3.044522438,3.17805383,2.48490665,3.091042453
30263,90538, Newnan, GA,110,0,21008,4327,3048,28,53,29,13,0,0,0,21,15,38,4.709530201,9.952706196,0,8.372860821,8.022568947,3.36729583,3.988984047,3.401197382,2.63905733,3.091042453,2.772588722,3.663561646
30286,113038, Thomaston, GA,119,0,21035,4749,3158,3,3,30,5,0,0,0,41,12,42,4.787491743,9.953990535,0,8.465899897,8.058010801,1.386294361,1.386294361,3.433987204,1.791759469,3.737669618,2.564949357,3.761200116
30306,12038, Atlanta, GA,252,0,926,6555,0,0,0,1,0,1,0,0,0,0,0,5.533389489,6.831953566,0,8.78813594,0,0,0,0.693147181,0,0,0,0
30322,14038, Atlanta, GA,201,6,85484,8180,5467,0,0,1,2,1,1,1,1,1,49,5.308267697,11.3560962,1.945910149,9.009569672,8.606668198,0,0,0.693147181,1.098612289,0.693147181,0.693147181,3.912023005
30327,15538, Atlanta, GA,64,0,1235,1341,3825,0,0,0,2,0,0,0,0,0,0,4.17438727,7.119635638,0,7.201916318,8.24957515,0,0,0,1.098612289,0,0,0
30329,6738, Atlanta, GA,87,12,14784,1591,0,0,0,0,0,1,0,1,0,0,0,4.477336814,9.601368432,2.564949357,7.372746366,0,0,0,0,0,0,0,0
30331,14538, Atlanta, GA,115,0,11271,3272,2440,0,0,10,6,1,0,0,11,10,11,4.753590191,9.330077054,0,8.093462275,7.80016307,0,0,2.397895273,1.945910149,2.48490665,2.397895273,2.48490665
30338,40038, Atlanta, GA,164,0,16194,7137,6819,45,63,31,10,0,0,0,24,6,18,5.105945474,9.692457832,0,8.873187904,8.827614751,3.828641396,4.158883083,3.465735903,2.397895273,3.218875825,1.945910149,2.944438979
30342,49038, Atlanta, GA,139,8,44497,7898,8545,0,0,4,5,1,1,1,10,0,27,4.941642423,10.70319952,2.197224577,8.974491448,9.053218616,0,0,1.609437912,1.791759469,2.397895273,0,3.33220451
30417,42638, Claxton, GA,36,0,8740,972,265,0,0,3,0,0,0,0,0,0,0,3.610917913,9.075779879,0,6.880384082,5.583496309,0,0,1.386294361,0,0,0,0
30474,120138, Vidalia, GA,87,0,7725,4646,2710,0,0,6,0,0,0,0,15,0,20,4.477336814,8.952346543,0,8.443977129,7.905072849,0,0,1.945910149,0,2.772588722,0,3.044522438
30512,906538, Blairsville, GA,45,0,13683,2175,294,0,0,2,0,0,0,0,0,0,0,3.828641396,9.523982546,0,7.685243608,5.686975356,0,0,1.098612289,0,0,0,0
30513,305138, Blue Ridge, GA,51,0,14306,1651,635,0,0,9,0,0,0,0,0,0,0,3.951243719,9.568504207,0,7.409741954,6.455198563,0,0,2.302585093,0,0,0,0
30525,803038, Clayton, GA,45,0,10101,1695,576,1,1,1,0,0,0,0,0,0,2,3.828641396,9.220488703,0,7.436027816,6.357842267,0.693147181,0.693147181,0.693147181,0,0,0,1.098612289
30529,44738, Commerce, GA,66,0,7002,2262,703,0,0,1,0,0,0,0,3,0,4,4.204692619,8.854093908,0,7.724446646,6.556778356,0,0,0.693147181,0,1.386294361,0,1.609437912
30533,46438, Dahlonega, GA,52,0,9817,1438,1033,0,0,1,0,0,0,0,10,10,11,3.970291914,9.191972715,0,7.271703707,6.941190055,0,0,0.693147181,0,2.397895273,2.397895273,2.48490665
30535,49538, Demorest, GA,53,0,9670,2438,1531,48,49,9,8,0,0,0,21,10,20,3.988984047,9.176886996,0,7.799343398,7.33432935,3.891820298,3.912023005,2.302585093,2.197224577,3.091042453,2.397895273,3.044522438
30540,56638, Ellijay, GA,50,0,10061,1764,375,6,6,8,0,0,0,0,11,0,5,3.931825633,9.216521231,0,7.475905969,5.929589143,1.945910149,1.945910149,2.197224577,0,2.48490665,0,1.791759469
30643,64738, Hartwell, GA,37,0,13202,1353,920,0,0,7,1,0,0,0,0,0,0,3.63758616,9.488199355,0,7.210818453,6.825460036,0,0,2.079441542,0.693147181,0,0,0
30655,86038, Monroe, GA,77,0,17158,2438,1256,0,0,13,9,0,0,0,9,3,17,4.356708827,9.750278096,0,7.799343398,7.136483209,0,0,2.63905733,2.302585093,2.302585093,1.386294361,2.890371758
30662,98038, Royston, GA,71,0,19725,2588,858,0,0,5,0,0,0,0,0,0,2,4.276666119,9.889692842,0,7.85902698,6.755768922,0,0,1.791759469,0,0,0,1.098612289
30673,123038, Washington, GA,49,0,20723,1495,643,0,0,2,0,0,0,0,5,0,6,3.912023005,9.939047728,0,7.310550159,6.467698726,0,0,1.098612289,0,1.791759469,0,1.945910149
30680,126538, Winder, GA,60,0,7224,2691,1409,3,3,5,2,0,0,0,6,3,19,4.110873864,8.885302513,0,7.898039691,7.251344983,1.386294361,1.386294361,1.791759469,1.098612289,1.945910149,1.386294361,2.995732274
30701,36538, Calhoun, GA,46,0,12607,2752,1046,0,0,12,0,0,0,0,14,0,14,3.850147602,9.442086812,0,7.920446505,6.953684211,0,0,2.564949357,0,2.708050201,0,2.708050201
30705,40138, Chatsworth, GA,42,0,2614,1010,561,0,0,2,0,0,0,0,3,0,9,3.761200116,7.869019376,0,6.918695219,6.33150185,0,0,1.098612289,0,1.386294361,0,2.302585093
30901,25338, Augusta, GA,58,58,65996,732,0,0,0,0,0,0,0,1,0,0,0,4.077537444,11.09736457,4.077537444,6.597145702,0,0,0,0,0,0,0,0
30905,37538, Fort Gordon, GA,434,0,580209,14007,5606,0,0,54,49,1,0,0,42,0,27,6.075346031,13.27114539,0,9.547383874,8.631771096,0,0,4.007333185,3.912023005,3.761200116,0,3.33220451
31015,45038, Cordele, GA,65,0,23530,3013,2123,1,1,0,0,0,0,0,0,0,2,4.189654742,10.06607398,0,8.011023379,7.661056382,0.693147181,0.693147181,0,0,0,0,1.098612289
31021,54038, Dublin, GA,306,15,0,4882,2631,0,0,0,0,0,0,1,0,0,0,5.726847748,0,2.772588722,8.493515064,7.875499292,0,0,0,0,0,0,0
31024,55738, Eatonton, GA,50,0,4315,1126,652,0,0,3,0,0,0,0,1,0,2,3.931825633,8.370084326,0,7.027314514,6.481577129,0,0,1.386294361,0,0.693147181,0,1.098612289
31029,57738, Forsyth, GA,40,0,5763,1143,47,0,0,3,0,0,0,0,4,0,2,3.713572067,8.659386957,0,7.042286172,3.871201011,0,0,1.386294361,0,1.609437912,0,1.098612289
31030,59838, Fort Valley, GA,36,0,4825,1064,548,0,0,2,0,0,0,0,0,0,1,3.610917913,8.481773246,0,6.970730078,6.308098442,0,0,1.098612289,0,0,0,0.693147181
31036,65038, Hawkinsville, GA,55,0,25445,2326,2249,19,22,0,0,0,0,0,0,0,0,4.025351691,10.14431384,0,7.752335163,7.718685495,2.995732274,3.135494216,0,0,0,0,0
31061,80538, Milledgeville, GA,145,0,22611,4227,2740,4,23,14,6,0,0,0,18,8,56,4.983606622,10.02623602,0,8.349484347,7.916078096,1.609437912,3.17805383,2.708050201,1.945910149,2.944438979,2.197224577,4.043051268
31062,81038, Milledgeville, GA,732,0,33856,3554,414,0,0,4,0,0,0,0,4,0,4,6.597145702,10.42990105,0,8.176110342,6.02827852,0,0,1.609437912,0,1.609437912,0,1.609437912
31069,121138, Perry, GA,45,0,13259,2051,1171,0,0,6,2,0,0,0,10,3,7,3.828641396,9.492507264,0,7.626570206,7.06646697,0,0,1.945910149,1.098612289,2.397895273,1.386294361,2.079441542
31098,77038, Robins A F B, GA,32,0,117364,1153,867,0,0,1,1,0,0,0,0,0,0,3.496507561,11.67304402,0,7.050989447,6.766191715,0,0,0.693147181,0.693147181,0,0,0
31201,75038, Macon, GA,119,0,15257,5251,4013,0,0,16,0,0,0,0,15,2,8,4.787491743,9.632859235,0,8.566364235,8.297543529,0,0,2.833213344,0,2.772588722,1.098612289,2.197224577
31314,37838, Fort Stewart, GA,109,0,407205,7811,3196,0,0,14,12,0,0,0,17,0,14,4.700480366,12.91707448,0,8.963416292,8.069968149,0,0,2.708050201,2.564949357,2.890371758,0,2.708050201
31533,51038, Douglas, GA,130,0,39636,5802,3862,0,0,4,3,0,0,0,25,8,32,4.875197323,10.5875183,0,8.666130304,8.259199363,0,0,1.609437912,1.386294361,3.258096538,2.197224577,3.496507561
31545,68038, Jesup, GA,123,0,17413,4061,1905,0,0,21,13,0,0,0,33,24,35,4.820281566,9.765029759,0,8.309430742,7.552762084,0,0,3.091042453,2.63905733,3.526360525,3.218875825,3.583518938
31632,64538, Hahira, GA,71,0,6289,3176,487,0,0,11,0,0,0,0,9,0,17,4.276666119,8.74671635,0,8.063692634,6.190315406,0,0,2.48490665,0,2.302585093,0,2.890371758
31699,119538, Valdosta, GA,25,0,87061,1461,724,0,0,1,1,0,0,0,0,0,0,3.258096538,11.37437579,0,7.28756064,6.586171655,0,0,0.693147181,0.693147181,0,0,0
31709,3038, Americus, GA,140,0,18166,5604,3904,2,2,16,8,0,0,0,9,0,36,4.94875989,9.80736204,0,8.631414336,8.270013062,1.098612289,1.098612289,2.833213344,2.197224577,2.302585093,0,3.610917913
31717,29838, Bainbridge, GA,80,0,18205,2584,1180,0,0,8,4,0,0,0,16,6,20,4.394449155,9.809506489,0,7.857480787,7.074116816,0,0,2.197224577,1.609437912,2.833213344,1.945910149,3.044522438
31745,50038, Donalsonville, GA,62,0,11925,1641,1783,0,0,1,0,0,0,0,3,0,0,4.143134726,9.38647617,0,7.40367029,7.486613313,0,0,0.693147181,0,1.386294361,0,0
31768,89038, Moultrie, GA,155,0,42853,4211,3327,0,0,26,19,0,0,0,29,28,53,5.049856007,10.66555427,0,8.345692873,8.110126802,0,0,3.295836866,2.995732274,3.401197382,3.36729583,3.988984047
31901,43538, Columbus, GA,189,0,15885,4969,6235,13,13,37,26,0,0,0,42,14,35,5.247024072,9.673193497,0,8.511175119,8.73809423,2.63905733,2.63905733,3.63758616,3.295836866,3.761200116,2.708050201,3.583518938
31905,58038, Fort Benning, GA,347,0,667899,9841,10961,0,0,37,34,1,0,0,29,0,19,5.85220248,13.41189374,0,9.194414221,9.302190026,0,0,3.63758616,3.555348061,3.401197382,0,2.995732274
32034,20039, Fernandina Beach, FL,54,0,9612,1747,1391,0,0,12,0,0,0,0,12,2,19,4.007333185,9.170871628,0,7.466227556,7.238496841,0,0,2.564949357,0,2.564949357,1.098612289,2.995732274
32052,41339, Jasper, FL,42,0,5035,1447,589,0,0,2,3,0,0,0,1,0,1,3.761200116,8.524367395,0,7.277938573,6.380122537,0,0,1.098612289,1.386294361,0.693147181,0,0.693147181
32054,45539, Lake Butler, FL,153,0,89256,1787,519,0,0,2,1,0,0,0,3,0,5,5.036952602,11.39927513,0,7.488852956,6.253828812,0,0,1.098612289,0.693147181,1.386294361,0,1.791759469
32055,44539, Lake City, FL,70,0,9969,2279,1811,0,0,15,3,0,0,0,9,3,27,4.262679877,9.207335863,0,7.731930722,7.502186487,0,0,2.772588722,1.386294361,2.302585093,1.386294361,3.33220451
32055,45039, Lake City, FL,90,0,12821,3037,1653,0,0,19,8,0,0,0,16,5,27,4.510859507,9.458917725,0,8.018954683,7.410951876,0,0,2.995732274,2.197224577,2.833213344,1.791759469,3.33220451
32085,88539, St Augustine, FL,115,0,15195,1930,2838,0,0,12,12,0,0,0,23,0,21,4.753590191,9.628787514,0,7.565793282,7.951207156,0,0,2.564949357,2.564949357,3.17805383,0,3.091042453
32110,733339, Bunnell, FL,81,0,10961,1095,1368,0,0,11,0,0,0,0,12,0,21,4.406719247,9.302190026,0,6.999422468,7.221835825,0,0,2.48490665,0,2.564949357,0,3.091042453
32204,37039, Jacksonville, FL,183,0,15021,2364,2682,38,53,22,11,0,0,0,28,20,39,5.214935758,9.617271072,0,7.768533301,7.89469085,3.663561646,3.988984047,3.135494216,2.48490665,3.36729583,3.044522438,3.688879454
32207,907539, Jacksonville, FL,107,107,14012,1753,0,0,0,12,1,0,0,1,5,0,12,4.682131227,9.547740749,4.682131227,7.469654173,0,0,0,2.564949357,0.693147181,1.791759469,0,2.564949357
32214,41039, Jacksonville, FL,147,0,322795,9096,4024,0,0,15,15,1,0,0,15,0,12,4.997212274,12.68477582,0,9.115699968,8.30028019,0,0,2.772588722,2.772588722,2.772588722,0,2.564949357
32216,30939, Jacksonville, FL,92,92,0,915,0,0,0,4,0,0,0,1,0,0,0,4.532599493,0,4.532599493,6.820016365,0,0,0,1.609437912,0,0,0,0
32308,102039, Tallahassee, FL,70,70,8206,621,0,0,0,0,0,0,0,1,0,0,0,4.262679877,9.012742728,4.262679877,6.432940093,0,0,0,0,0,0,0,0
32403,79039, Tyndall A F B, FL,50,0,119021,1761,878,0,0,2,2,0,0,0,0,0,0,3.931825633,11.68706363,0,7.474204806,6.778784898,0,0,1.098612289,1.098612289,0,0,0
32428,8539, Chipley, FL,45,0,9501,1377,197,0,0,1,0,0,0,0,0,0,2,3.828641396,9.159257582,0,7.228388452,5.288267031,0,0,0.693147181,0,0,0,1.098612289
32433,15539, De Funiak Springs, FL,50,0,16242,1129,617,0,0,1,3,0,0,0,1,2,1,3.931825633,9.695417326,0,7.029972912,6.426488457,0,0,0.693147181,1.386294361,0.693147181,1.098612289,0.693147181
32446,51039, Marianna, FL,107,0,18002,3926,2958,0,0,40,34,0,0,0,50,52,33,4.682131227,9.79829369,0,8.275631055,7.992606652,0,0,3.713572067,3.555348061,3.931825633,3.970291914,3.526360525
32501,79539, Pensacola, FL,128,0,26011,1965,2227,0,0,3,3,1,0,0,0,0,0,4.859812404,10.16631325,0,7.583756301,7.708859601,0,0,1.386294361,1.386294361,0,0,0
32512,84039, Pensacola, FL,104,0,204261,4702,5678,0,0,7,9,1,0,0,8,0,7,4.65396035,12.22715876,0,8.455955882,8.64453044,0,0,2.079441542,2.302585093,2.197224577,0,2.079441542
32536,11539, Crestview, FL,111,0,25907,2647,2018,14,14,9,10,0,0,0,24,21,12,4.718498871,10.16230708,0,7.881559917,7.610357618,2.708050201,2.708050201,2.302585093,2.397895273,3.218875825,3.091042453,2.564949357
32541,16839, Destin, FL,50,0,2861,1320,356,17,29,17,7,0,0,0,18,4,10,3.931825633,7.95927596,0,7.186144305,5.877735782,2.890371758,3.401197382,2.890371758,2.079441542,2.944438979,1.609437912,2.397895273
32542,111839, Eglin A F B, FL,120,0,425208,6344,4588,0,0,12,11,1,0,0,3,2,0,4.795790546,12.96033609,0,8.75542238,8.431417414,0,0,2.564949357,2.48490665,1.386294361,1.098612289,0
32606,26239, Gainesville, FL,40,40,0,538,0,0,0,0,0,0,0,1,0,0,0,3.713572067,0,3.713572067,6.289715571,0,0,0,0,0,0,0,0
32608,27939, Gainesville, FL,379,0,127277,8976,4157,0,0,52,33,1,0,0,47,43,27,5.940171253,11.75412895,0,9.10242103,8.332789468,0,0,3.970291914,3.526360525,3.871201011,3.784189634,3.33220451
32784,924539, Umatilla, FL,100,0,2700,279,57,0,0,1,1,0,0,0,0,0,0,4.615120517,7.901377354,0,5.634789603,4.060443011,0,0,0.693147181,0.693147181,0,0,0
32796,110839, Titusville, FL,210,0,36204,8031,4720,0,0,36,33,0,0,0,43,29,60,5.351858133,10.49695251,0,8.991188842,8.459775921,0,0,3.610917913,3.526360525,3.784189634,3.401197382,4.110873864
32808,71839, Orlando, FL,150,0,7340,4329,2885,0,0,13,14,0,0,0,12,13,25,5.017279837,8.901230352,0,8.373322821,7.967626739,0,0,2.63905733,2.708050201,2.564949357,2.63905733,3.258096538
32813,71539, Orlando, FL,140,0,180438,4445,4392,0,0,11,14,0,0,0,9,0,12,4.94875989,12.10314805,0,8.399760095,8.387767644,0,0,2.48490665,2.708050201,2.302585093,0,2.564949357
32819,72539, Orlando, FL,122,0,29415,4336,1353,0,0,1,1,0,0,0,6,0,8,4.812184355,10.28929402,0,8.374938144,7.210818453,0,0,0.693147181,0.693147181,1.945910149,0,2.197224577
32901,55039, Melbourne, FL,80,80,0,1317,0,0,0,0,0,0,0,1,0,0,0,4.394449155,0,4.394449155,7.183870715,0,0,0,0,0,0,0,0
32925,9639, Patrick A F B, FL,15,0,118061,1010,1589,0,0,1,1,0,0,0,0,0,0,2.772588722,11.67896519,0,6.918695219,7.371489295,0,0,0.693147181,0.693147181,0,0,0
